id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_W,call_ratio
1493,1183,0.1,120,268,1010,1152,8,3,3,Yes,4,octa,low,Dual,3.0,12.0,47.3603515625,LCD,none,769.32,270680,841.6666666666667,394.3333333333333
1494,574,0.5,118,382,1364,1303,8,4,2,Yes,4,hexa,medium,Dual,,2.0,25.5693359375,LCD,a,825.02,521048,852.5,287.0
1495,1472,0.3,169,443,892,797,6,1,11,No,4,dual,high,Single,4.0,6.0,20.015625,Touch,none,734.95,395156,2230.0,133.8181818181818
1496,1868,0.9,179,576,884,298,8,2,17,Yes,4,octa,low,Single,2.0,17.0,39.8037109375,Touch,none,647.23,509184,1105.0,109.88235294117646
1497,1375,0.4,147,596,679,3847,8,0,12,No,3,hexa,high,Single,2.0,7.0,20.0947265625,LCD,g,708.95,404684,inf,114.58333333333333
1498,881,0.5,160,115,636,2110,18,9,6,No,3,triple,medium,Single,1.0,6.0,62.8603515625,Touch,b,652.73,73140,176.66666666666669,146.83333333333334
1499,1742,0.9,176,356,1407,1921,9,2,3,Yes,4,triple,low,Dual,5.0,7.0,42.6015625,Touch,none,743.18,500892,1758.75,580.6666666666666
1500,1225,0.1,107,10,1567,2423,17,11,6,No,3,dual,low,Dual,6.0,15.0,59.3125,LCD,none,731.25,15670,356.1363636363637,204.16666666666666
1501,1970,1.0,132,1399,1684,1658,15,9,20,Yes,4,dual,low,Dual,,,15.2333984375,Touch,b,1130.85,2355916,467.77777777777777,98.5
1502,1186,0.4,160,68,584,2361,17,8,7,Yes,3,octa,low,Dual,2.0,4.0,20.6162109375,LCD,none,878.49,39712,182.5,169.42857142857142
1503,1762,0.1,157,643,790,1380,14,5,14,No,3,quad,low,Single,7.0,10.0,59.0087890625,LCD,none,768.27,507970,395.0,125.85714285714286
1504,1731,0.5,163,809,1988,3892,5,1,4,Yes,4,hexa,medium,Dual,4.0,18.0,4.5576171875,Touch,g,917.12,1608292,4970.0,432.75
1505,852,0.8,160,683,1349,315,7,6,20,No,4,penta,medium,Dual,5.0,9.0,8.01171875,LCD,none,689.58,921367,562.0833333333334,42.6
1506,848,0.3,151,56,527,2289,10,2,19,Yes,4,quad,medium,Dual,4.0,16.0,35.4716796875,Touch,a,942.27,29512,658.75,44.63157894736842
1507,1575,0.2,185,492,818,2182,7,3,17,No,4,hepta,high,Dual,,20.0,11.1279296875,Touch,none,1064.59,402456,681.6666666666667,92.6470588235294
1508,1554,0.1,105,699,1492,2184,13,9,20,No,3,hexa,high,Dual,7.0,18.0,23.3486328125,LCD,n,864.98,1042908,414.44444444444446,77.7
1509,1972,0.5,92,290,804,2872,7,2,11,Yes,3,octa,medium,Single,,2.0,47.455078125,LCD,n,1233.26,233160,1005.0,179.27272727272728
1510,827,0.2,87,23,826,2367,5,3,15,Yes,4,hexa,low,Dual,9.0,17.0,34.654296875,LCD,g,928.41,18998,688.3333333333333,55.13333333333333
1511,1063,0.9,155,394,849,1919,12,10,20,No,3,quad,medium,Single,7.0,10.0,3.4755859375,Touch,none,812.64,334506,212.25,53.15
1512,1695,0.4,84,713,1742,3296,17,6,14,No,2,penta,high,Dual,1.0,10.0,33.673828125,LCD,none,826.77,1242046,725.8333333333333,121.07142857142857
1513,1343,0.9,81,1063,1205,462,18,7,11,No,4,octa,high,Dual,5.0,10.0,14.2021484375,Touch,a,830.31,1280915,430.35714285714283,122.0909090909091
1514,834,0.2,123,1421,1463,1591,11,9,20,No,4,single,low,Single,2.0,16.0,27.12109375,Touch,none,810.0,2078923,406.38888888888886,41.7
1515,595,0.4,122,623,816,1593,19,11,2,No,4,dual,high,Single,,18.0,19.7314453125,LCD,a,798.83,508368,185.45454545454547,297.5
1516,1081,0.1,101,83,816,2456,7,4,7,Yes,4,hepta,medium,Dual,13.0,17.0,41.451171875,LCD,none,737.33,67728,510.0,154.42857142857142
1517,911,0.7,199,1563,1692,2933,16,3,11,No,2,quad,medium,Dual,3.0,4.0,13.8671875,Touch,none,991.38,2644596,1410.0,82.81818181818181
1518,844,0.9,197,777,1995,3154,14,11,7,No,4,hepta,medium,Dual,1.0,2.0,22.3017578125,LCD,none,820.28,1550115,453.40909090909093,120.57142857142857
1519,1335,0.8,180,83,559,3615,5,2,9,Yes,3,dual,high,Single,3.0,4.0,58.978515625,LCD,none,1012.51,46397,698.75,148.33333333333334
1520,1883,0.1,87,203,915,3563,17,10,3,No,2,single,medium,Single,9.0,16.0,23.6435546875,LCD,none,828.75,185745,228.75,627.6666666666666
1521,1128,0.6,147,938,1226,1440,17,15,19,Yes,3,octa,low,Dual,6.0,7.0,32.64453125,LCD,none,826.83,1149988,204.33333333333334,59.36842105263158
1522,826,0.6,117,1077,1183,1907,15,14,5,Yes,4,dual,high,Dual,14.0,17.0,56.2138671875,LCD,none,766.92,1274091,211.25,165.2
1523,1650,0.7,89,773,881,324,14,10,2,No,4,single,high,Single,,1.0,37.6142578125,Touch,n,856.64,681013,220.25,825.0
1524,1162,0.5,104,332,866,1404,10,3,15,No,3,quad,medium,Single,,10.0,49.2578125,Touch,b,763.86,287512,721.6666666666667,77.46666666666667
1525,1517,0.8,169,570,1645,2738,18,16,12,No,4,quad,high,Single,2.0,18.0,8.7314453125,LCD,none,927.26,937650,257.03125,126.41666666666667
1526,963,0.8,156,742,821,2722,12,6,16,No,4,triple,low,Single,1.0,3.0,59.2119140625,LCD,none,1113.34,609182,342.08333333333337,60.1875
1527,1837,0.9,103,1420,1539,2294,8,7,20,No,4,octa,medium,Dual,5.0,6.0,12.1826171875,LCD,a,1211.55,2185380,549.6428571428571,91.85
1528,1028,0.1,193,1801,1923,1424,18,4,13,Yes,4,single,high,Single,1.0,10.0,29.77734375,LCD,g,1035.32,3463323,1201.875,79.07692307692308
1529,1831,1.0,189,1693,1790,1133,14,3,10,Yes,2,octa,medium,Dual,4.0,9.0,54.5947265625,Touch,none,866.93,3030470,1491.6666666666665,183.1
1530,571,0.6,101,31,1536,555,19,10,11,Yes,4,hexa,medium,Dual,5.0,11.0,57.16796875,LCD,a,601.59,47616,384.0,51.90909090909091
1531,1770,0.6,183,1098,1373,3785,13,10,14,Yes,3,hexa,high,Single,,5.0,9.185546875,LCD,b,1144.38,1507554,343.25,126.42857142857143
1532,970,0.2,84,1765,1786,3675,12,0,12,Yes,2,hepta,medium,Dual,5.0,19.0,58.0791015625,LCD,none,1116.57,3152290,inf,80.83333333333333
1533,642,0.8,86,887,1775,435,9,2,2,Yes,4,penta,low,Single,,10.0,37.48828125,Touch,none,696.92,1574425,2218.75,321.0
1534,622,0.8,193,760,1964,3183,5,0,4,Yes,3,octa,medium,Dual,12.0,14.0,11.2080078125,Touch,n,1274.02,1492640,inf,155.5
1535,600,0.8,199,486,1032,3495,17,4,7,Yes,4,dual,medium,Single,9.0,15.0,6.2607421875,Touch,none,800.14,501552,645.0,85.71428571428571
1536,1412,0.2,86,2,660,1853,15,10,18,No,2,triple,low,Single,9.0,10.0,55.8828125,LCD,b,650.08,1320,165.0,78.44444444444444
1537,733,0.4,138,202,1787,2648,12,0,19,No,3,quad,low,Single,7.0,12.0,16.076171875,Touch,none,811.58,360974,inf,38.578947368421055
1538,1070,0.8,160,90,1614,2647,14,13,20,Yes,2,hepta,high,Single,9.0,16.0,18.609375,Touch,none,459.0,145260,310.3846153846154,53.5
1539,875,0.7,146,469,853,702,19,15,15,Yes,3,octa,low,Dual,1.0,8.0,29.8564453125,Touch,b,637.88,400057,142.16666666666666,58.333333333333336
1540,1994,0.4,189,86,1546,1836,12,11,18,Yes,3,dual,low,Single,5.0,7.0,5.478515625,LCD,none,965.91,132956,351.3636363636363,110.77777777777777
1541,823,0.2,182,1180,1350,3894,13,10,9,No,4,penta,medium,Dual,9.0,16.0,17.677734375,Touch,none,1301.89,1593000,337.5,91.44444444444444
1542,1908,1.0,111,140,1046,2944,19,17,17,No,4,dual,low,Single,9.0,19.0,29.47265625,LCD,a,760.0,146440,153.8235294117647,112.23529411764706
1543,790,0.1,89,1100,1437,3424,13,11,9,No,4,octa,low,Dual,7.0,8.0,43.625,Touch,none,1026.46,1580700,326.59090909090907,87.77777777777777
1544,1330,0.5,177,194,892,2678,9,4,14,Yes,3,single,medium,Dual,1.0,5.0,38.7958984375,Touch,a,855.29,173048,557.5,95.0
1545,1660,0.7,100,440,569,2424,12,5,9,No,4,octa,low,Single,2.0,8.0,15.056640625,Touch,none,958.11,250360,284.5,184.44444444444446
1546,1776,0.9,82,1563,1803,2671,15,10,12,No,2,hexa,medium,Single,2.0,16.0,20.126953125,Touch,a,857.14,2818089,450.75,148.0
1547,1611,0.9,199,163,1011,3078,15,2,6,No,4,single,low,Dual,4.0,10.0,27.4189453125,LCD,b,1217.13,164793,1263.75,268.5
1548,1410,0.3,92,192,1311,2304,18,4,18,Yes,4,triple,low,Dual,,1.0,15.0947265625,Touch,none,774.71,251712,819.375,78.33333333333333
1549,1772,0.5,159,837,1405,1146,6,1,17,Yes,4,dual,medium,Single,17.0,18.0,44.4521484375,Touch,none,1002.48,1175985,3512.5,104.23529411764706
1550,1280,1.0,108,356,588,2335,6,4,2,Yes,4,hepta,medium,Single,,1.0,38.2490234375,LCD,g,778.65,209328,367.5,640.0
1551,1712,1.0,155,155,663,1422,5,0,15,Yes,3,hepta,low,Dual,2.0,19.0,22.802734375,Touch,none,997.26,102765,inf,114.13333333333334
1552,1562,0.1,140,1032,1776,2096,15,3,3,Yes,2,octa,low,Single,,1.0,54.150390625,LCD,none,658.27,1832832,1480.0,520.6666666666666
1553,891,0.1,153,40,1435,1303,17,16,4,No,4,hexa,medium,Dual,1.0,3.0,17.927734375,Touch,n,727.45,57400,224.21875,222.75
1554,1957,0.8,151,1194,1727,1115,16,2,18,No,4,dual,medium,Dual,18.0,19.0,35.28515625,LCD,g,849.66,2062038,2158.75,108.72222222222223
1555,1110,0.9,192,1179,1262,456,12,8,18,No,3,penta,low,Single,1.0,2.0,41.3671875,Touch,none,575.1,1487898,394.375,61.666666666666664
1556,875,0.6,104,902,969,3396,14,2,18,Yes,4,octa,medium,Dual,1.0,3.0,42.390625,LCD,none,1170.03,874038,1211.25,48.611111111111114
1557,1211,0.3,130,58,963,2750,6,1,14,Yes,2,dual,medium,Single,,3.0,27.8955078125,Touch,none,666.21,55854,2407.5,86.5
1558,769,0.2,112,1385,1780,941,15,8,20,No,4,quad,low,Dual,12.0,19.0,53.390625,LCD,b,660.36,2465300,556.25,38.45
1559,671,0.1,95,614,1617,2278,13,4,2,No,4,hexa,high,Single,7.0,19.0,2.201171875,LCD,none,918.74,992838,1010.625,335.5
1560,1872,0.5,172,672,1088,2273,8,4,8,No,4,quad,low,Single,5.0,10.0,26.5234375,LCD,a,1173.17,731136,680.0,234.0
1561,1076,0.7,191,1088,1718,2355,17,16,2,No,4,penta,high,Dual,,,14.3115234375,Touch,g,891.13,1869184,268.4375,538.0
1562,1325,0.1,146,499,695,2328,17,10,2,No,3,single,medium,Single,2.0,10.0,49.2685546875,LCD,none,953.45,346805,173.75,662.5
1563,911,0.5,182,157,763,2638,8,4,13,Yes,4,dual,medium,Dual,1.0,2.0,27.9189453125,Touch,n,1056.81,119791,476.875,70.07692307692308
1564,1273,0.6,178,485,1399,558,8,5,13,Yes,3,hexa,low,Single,1.0,14.0,23.1220703125,LCD,none,779.64,678515,699.5,97.92307692307692
1565,1062,0.9,124,571,817,1345,16,0,11,No,4,quad,low,Single,3.0,4.0,39.0048828125,LCD,g,829.26,466507,inf,96.54545454545455
1566,1317,0.1,154,431,542,425,7,0,11,No,3,dual,medium,Single,6.0,9.0,12.349609375,Touch,b,529.39,233602,inf,119.72727272727273
1567,940,0.7,115,499,1090,2192,15,13,9,No,3,quad,high,Single,,1.0,16.0244140625,Touch,b,547.22,543910,209.61538461538458,104.44444444444444
1568,729,0.6,135,563,1055,3397,19,15,17,Yes,3,hexa,medium,Single,,2.0,14.2568359375,LCD,a,956.29,593965,175.83333333333331,42.88235294117647
1569,1494,0.9,93,944,1003,1208,14,13,17,No,4,hepta,high,Single,6.0,17.0,3.5576171875,Touch,none,814.26,946832,192.88461538461542,87.88235294117646
1570,1546,0.7,124,1138,1491,267,12,10,16,Yes,4,dual,medium,Dual,2.0,6.0,26.43359375,Touch,none,839.59,1696758,372.75,96.625
1571,1253,0.9,113,161,647,3518,7,3,8,No,4,quad,low,Single,,10.0,33.7431640625,Touch,g,1189.43,104167,539.1666666666666,156.625
1572,895,0.3,164,126,1575,3122,7,0,4,No,2,octa,low,Dual,6.0,14.0,15.833984375,LCD,g,751.4,198450,inf,223.75
1573,793,0.3,124,15,1196,1050,11,9,3,Yes,4,octa,medium,Dual,,2.0,42.330078125,Touch,a,688.59,17940,332.22222222222223,264.3333333333333
1574,1628,0.1,136,500,1713,3358,17,11,12,Yes,3,dual,medium,Dual,11.0,13.0,55.1328125,Touch,g,1038.86,856500,389.3181818181818,135.66666666666666
1575,625,0.8,138,203,1771,2929,10,4,17,No,3,octa,high,Dual,2.0,3.0,41.8955078125,LCD,none,793.71,359513,1106.875,36.76470588235294
1576,1110,0.3,153,961,1950,624,9,7,15,No,4,octa,medium,Single,2.0,5.0,12.025390625,LCD,none,882.05,1873950,696.4285714285713,74.0
1577,999,0.6,132,608,1970,1598,7,0,8,No,2,single,medium,Single,6.0,17.0,48.0859375,Touch,none,713.63,1197760,inf,124.875
1578,1856,0.1,155,277,1155,2052,17,6,10,No,4,penta,low,Dual,,1.0,23.5341796875,Touch,none,1153.69,319935,481.25,185.6
1579,1715,0.6,120,114,1849,1249,16,2,4,No,4,hexa,high,Dual,9.0,20.0,15.0048828125,Touch,none,1028.89,210786,2311.25,428.75
1580,1897,0.3,154,630,738,412,17,11,2,Yes,4,dual,medium,Single,2.0,7.0,53.142578125,LCD,none,970.69,464940,167.72727272727275,948.5
1581,1202,0.1,122,404,1742,595,19,0,3,Yes,2,dual,high,Dual,,1.0,18.6640625,LCD,none,426.48,703768,inf,400.6666666666667
1582,1171,0.3,167,248,755,263,6,5,8,Yes,2,hepta,medium,Dual,2.0,19.0,19.24609375,LCD,none,474.82,187240,377.5,146.375
1583,964,0.7,86,225,1234,2577,17,16,5,No,4,octa,medium,Single,,,22.2626953125,Touch,none,987.81,277650,192.8125,192.8
1584,1973,0.1,193,699,851,639,6,0,3,Yes,2,quad,high,Dual,6.0,10.0,45.294921875,LCD,b,570.78,594849,inf,657.6666666666666
1585,1992,0.1,141,649,895,3206,10,9,10,Yes,3,single,low,Dual,11.0,14.0,2.4248046875,Touch,none,1105.21,580855,248.61111111111111,199.2
1586,546,1.0,159,416,1658,1550,7,2,3,Yes,2,penta,high,Dual,5.0,15.0,25.3974609375,Touch,none,453.18,689728,2072.5,182.0
1587,1093,0.6,171,1310,1420,1646,12,0,6,No,4,dual,low,Single,1.0,12.0,30.6357421875,Touch,none,1173.87,1860200,inf,182.16666666666666
1588,1880,0.1,200,930,1983,1930,17,7,15,Yes,2,quad,medium,Single,11.0,14.0,35.1025390625,Touch,none,820.43,1844190,708.2142857142857,125.33333333333333
1589,1765,0.7,87,835,1175,3695,6,5,18,No,3,dual,medium,Single,3.0,7.0,11.0078125,LCD,none,1225.14,981125,587.5,98.05555555555556
1590,1640,0.9,87,664,1806,3235,6,1,10,No,4,octa,low,Dual,1.0,11.0,35.439453125,LCD,b,1193.07,1199184,4515.0,164.0
1591,1830,0.9,191,460,1583,2334,8,7,14,No,2,hexa,low,Single,,12.0,7.1328125,Touch,none,664.21,728180,565.3571428571429,130.71428571428572
1592,826,0.7,187,778,1615,1998,17,4,17,No,2,quad,low,Single,3.0,19.0,60.9150390625,LCD,none,628.91,1256470,1009.375,48.588235294117645
1593,1864,0.1,142,225,1545,2258,10,1,10,No,4,single,medium,Single,,2.0,7.189453125,LCD,none,1164.81,347625,3862.5,186.4
1594,586,0.3,121,785,1118,1869,12,2,7,Yes,4,hepta,low,Single,16.0,17.0,41.68359375,Touch,g,838.95,877630,1397.5,83.71428571428571
1595,1206,0.6,127,1581,1713,1825,7,1,4,No,4,triple,high,Dual,10.0,13.0,30.1669921875,LCD,g,944.33,2708253,4282.5,301.5
1596,832,0.1,165,9,1944,3946,12,5,14,Yes,4,penta,low,Dual,1.0,2.0,5.021484375,Touch,n,902.75,17496,972.0,59.42857142857143
1597,848,0.1,103,7,1294,436,10,6,15,Yes,3,hepta,high,Single,1.0,3.0,8.6728515625,Touch,b,543.24,9058,539.1666666666666,56.53333333333333
1598,1851,0.7,112,174,1175,2678,6,0,8,No,3,hexa,high,Single,,2.0,51.91796875,LCD,none,589.61,204450,inf,231.375
1599,1166,0.5,80,437,638,3887,8,6,7,Yes,3,single,low,Single,7.0,11.0,57.591796875,LCD,n,1085.65,278806,265.8333333333333,166.57142857142858
1600,1776,0.1,172,278,623,1813,16,13,20,Yes,3,quad,medium,Dual,10.0,16.0,34.361328125,Touch,b,646.71,173194,119.80769230769229,88.8
1601,1254,0.2,134,1288,1372,817,14,1,16,Yes,4,dual,medium,Single,2.0,10.0,27.1123046875,Touch,n,905.35,1767136,3430.0,78.375
1602,1494,0.2,101,979,1190,3614,15,12,9,No,4,single,medium,Dual,4.0,17.0,23.8505859375,LCD,none,1382.37,1165010,247.91666666666669,166.0
1603,984,0.5,119,56,1931,2013,11,7,16,Yes,4,octa,medium,Dual,,18.0,38.640625,Touch,none,765.47,108136,689.6428571428571,61.5
1604,1179,0.9,154,913,1429,543,8,7,18,Yes,2,penta,low,Single,1.0,17.0,5.4716796875,LCD,b,490.74,1304677,510.35714285714283,65.5
1605,513,0.4,174,282,710,3400,16,6,13,No,2,octa,medium,Single,8.0,13.0,27.205078125,Touch,n,999.24,200220,295.8333333333333,39.46153846153846
1606,557,0.2,89,322,710,2623,17,16,16,No,2,hexa,low,Dual,3.0,4.0,16.8974609375,LCD,none,634.25,228620,110.9375,34.8125
1607,744,0.5,105,1252,1963,2700,9,3,19,No,4,quad,medium,Dual,,2.0,32.6845703125,LCD,none,831.07,2457676,1635.8333333333335,39.1578947368421
1608,1129,0.6,116,1128,1702,1400,11,0,13,Yes,4,dual,low,Dual,9.0,10.0,20.9541015625,Touch,none,975.98,1919856,inf,86.84615384615384
1609,1148,0.3,170,606,688,3127,10,7,11,No,4,penta,high,Dual,,20.0,57.205078125,LCD,none,915.17,416928,245.71428571428572,104.36363636363636
1610,1793,0.7,175,655,1459,2803,19,9,6,No,4,penta,high,Single,12.0,17.0,43.19921875,Touch,g,931.13,955645,405.27777777777777,298.8333333333333
1611,1310,0.2,150,954,970,2518,18,17,5,No,2,penta,high,Dual,3.0,11.0,15.3046875,Touch,n,939.67,925380,142.64705882352942,262.0
1612,1604,0.5,191,68,1042,3564,7,2,2,No,3,hexa,medium,Single,1.0,15.0,6.5068359375,Touch,none,1032.96,70856,1302.5,802.0
1613,1676,0.2,145,134,1197,2515,14,8,4,No,3,single,medium,Single,2.0,3.0,36.306640625,LCD,a,697.23,160398,374.0625,419.0
1614,1001,0.2,117,922,1836,3654,13,9,10,No,3,triple,high,Dual,1.0,7.0,39.21484375,Touch,a,1273.05,1692792,510.0,100.1
1615,1086,0.1,135,1874,1976,3930,17,1,18,No,4,octa,high,Single,,19.0,24.2353515625,Touch,a,1492.37,3703024,4940.0,60.333333333333336
1616,1986,0.1,89,251,599,3476,11,8,17,Yes,4,hepta,low,Dual,7.0,19.0,38.4697265625,Touch,none,1165.1,150349,187.1875,116.82352941176471
1617,634,0.2,192,1362,1853,3242,18,11,4,Yes,3,single,low,Single,5.0,12.0,40.4619140625,LCD,b,1109.09,2523786,421.1363636363637,158.5
1618,502,1.0,82,281,1159,2666,5,4,20,No,3,hexa,low,Single,7.0,8.0,51.25390625,Touch,none,730.64,325679,724.375,25.1
1619,1641,0.7,97,224,1994,1695,13,6,17,No,3,octa,medium,Single,6.0,7.0,47.6943359375,LCD,g,912.73,446656,830.8333333333333,96.52941176470588
1620,623,0.2,189,778,844,3510,14,4,18,No,4,triple,medium,Dual,,1.0,14.7373046875,LCD,n,1241.09,656632,527.5,34.611111111111114
1621,962,0.1,161,546,1424,3438,14,3,20,Yes,2,octa,medium,Dual,3.0,20.0,17.1904296875,LCD,none,506.42,777504,1186.6666666666667,48.1
1622,1057,0.1,97,397,891,2033,16,9,2,Yes,4,quad,high,Single,3.0,10.0,40.82421875,Touch,none,971.26,353727,247.5,528.5
1623,1862,1.0,182,386,1046,1017,11,3,9,No,3,single,medium,Single,1.0,2.0,61.3974609375,LCD,none,810.94,403756,871.6666666666667,206.88888888888889
1624,555,0.8,193,214,1970,1686,8,1,8,Yes,4,dual,high,Dual,5.0,10.0,37.373046875,LCD,b,581.15,421580,4925.0,69.375
1625,1000,1.0,135,461,833,862,7,0,20,No,4,penta,high,Single,1.0,12.0,57.3291015625,LCD,none,744.89,384013,inf,50.0
1626,841,0.3,81,125,675,957,6,5,11,No,4,penta,low,Single,6.0,14.0,11.13671875,Touch,none,873.93,84375,337.5,76.45454545454545
1627,865,0.1,89,335,1009,3494,13,3,14,No,2,quad,high,Single,5.0,12.0,16.1025390625,LCD,n,800.63,338015,840.8333333333333,61.785714285714285
1628,999,1.0,165,342,1641,3083,8,4,11,No,4,quad,high,Dual,11.0,13.0,55.1728515625,Touch,a,912.72,561222,1025.625,90.81818181818181
1629,1232,0.9,131,625,761,1656,8,4,15,No,3,hexa,medium,Single,12.0,14.0,30.23828125,Touch,a,731.65,475625,475.625,82.13333333333334
1630,1194,0.2,165,494,509,313,15,1,19,No,4,dual,high,Single,6.0,12.0,33.4931640625,Touch,none,629.73,251446,1272.5,62.8421052631579
1631,612,0.8,179,1145,1487,3282,16,2,18,Yes,4,octa,low,Dual,1.0,6.0,20.24609375,Touch,b,1114.74,1702615,1858.75,34.0
1632,1362,0.5,186,600,1042,3629,19,17,5,Yes,2,hexa,high,Single,,4.0,46.326171875,Touch,a,829.14,625200,153.23529411764707,272.4
1633,1469,0.5,169,484,711,1687,15,5,5,No,4,dual,medium,Dual,11.0,14.0,43.2685546875,Touch,b,1042.78,344124,355.5,293.8
1634,986,0.8,182,199,679,1149,8,7,18,Yes,4,quad,low,Single,13.0,20.0,27.6923828125,Touch,none,780.76,135121,242.5,54.77777777777778
1635,1843,0.8,104,21,832,3899,5,4,6,No,4,triple,high,Single,1.0,7.0,61.15625,LCD,n,1173.03,17472,520.0,307.1666666666667
1636,1561,0.5,134,885,1811,1783,13,12,10,No,4,dual,low,Dual,10.0,13.0,4.1767578125,Touch,none,1211.64,1602735,377.29166666666663,156.1
1637,1695,0.5,189,308,1208,1629,8,6,11,Yes,4,penta,low,Dual,2.0,13.0,46.216796875,Touch,none,989.66,372064,503.33333333333337,154.0909090909091
1638,667,0.8,185,1015,1947,2528,11,8,8,No,2,single,high,Dual,3.0,7.0,8.1123046875,Touch,none,639.52,1976205,608.4375,83.375
1639,1768,0.8,88,1303,1814,3256,9,6,5,Yes,4,hepta,medium,Single,,2.0,2.826171875,Touch,none,1261.47,2363642,755.8333333333333,353.6
1640,1269,1.0,180,406,1036,2341,10,9,16,Yes,2,octa,high,Dual,16.0,17.0,40.4609375,LCD,b,688.19,420616,287.77777777777777,79.3125
1641,1109,0.9,151,124,833,2785,15,10,16,Yes,3,single,high,Dual,6.0,12.0,56.173828125,LCD,none,603.15,103292,208.25,69.3125
1642,936,0.1,164,150,1677,3761,13,1,12,No,4,triple,low,Dual,14.0,17.0,14.0966796875,LCD,none,953.86,251550,4192.5,78.0
1643,1713,0.7,199,108,1963,1513,15,6,2,Yes,4,hexa,medium,Single,9.0,16.0,5.521484375,LCD,n,897.63,212004,817.9166666666667,856.5
1644,1175,0.6,167,90,557,2240,10,6,5,Yes,4,dual,medium,Dual,1.0,7.0,44.587890625,Touch,none,1102.79,50130,232.08333333333331,235.0
1645,1940,0.2,194,588,1809,820,19,18,3,Yes,4,quad,medium,Dual,,1.0,4.9580078125,Touch,a,750.65,1063692,251.25,646.6666666666666
1646,855,0.5,159,1028,1196,1875,16,8,8,Yes,4,dual,low,Single,2.0,3.0,58.30859375,Touch,a,831.79,1229488,373.75,106.875
1647,771,0.1,157,776,1247,920,16,2,10,Yes,4,triple,low,Dual,,17.0,32.5634765625,Touch,a,686.94,967672,1558.75,77.1
1648,645,1.0,174,278,584,3615,18,8,13,No,4,quad,high,Single,10.0,14.0,62.060546875,LCD,a,1133.35,162352,182.5,49.61538461538461
1649,1307,0.6,88,897,1103,1412,16,9,5,No,2,hepta,medium,Single,2.0,3.0,7.22265625,LCD,a,685.8,989391,306.3888888888889,261.4
1650,1948,0.2,136,651,700,361,6,1,10,No,2,single,high,Dual,4.0,13.0,5.302734375,Touch,none,779.19,455700,1750.0,194.8
1651,1509,0.3,81,1010,1684,1540,12,8,3,No,3,quad,low,Dual,5.0,8.0,49.2802734375,Touch,none,1061.36,1700840,526.25,503.0
1652,626,0.8,109,737,1759,1077,6,1,4,Yes,4,dual,high,Dual,3.0,9.0,11.1640625,LCD,b,794.45,1296383,4397.5,156.5
1653,1190,0.2,93,1399,1646,3610,13,7,9,No,2,penta,medium,Dual,,1.0,39.7216796875,LCD,a,1052.44,2302754,587.8571428571429,132.22222222222223
1654,1727,0.3,158,376,1288,512,5,2,6,Yes,2,hexa,medium,Dual,10.0,18.0,56.009765625,LCD,none,600.1,484288,1610.0,287.8333333333333
1655,1670,0.5,114,1117,1330,3024,6,0,20,Yes,2,octa,high,Single,14.0,20.0,60.9140625,LCD,g,1144.47,1485610,inf,83.5
1656,1150,1.0,134,234,1947,1610,11,0,16,Yes,4,single,low,Dual,4.0,17.0,26.9443359375,LCD,none,808.21,455598,inf,71.875
1657,1208,1.0,175,691,1028,2201,17,16,12,No,4,single,high,Single,5.0,19.0,15.8896484375,LCD,none,1040.92,710348,160.625,100.66666666666667
1658,1812,1.0,162,380,1550,3338,18,13,11,Yes,4,hepta,medium,Dual,4.0,15.0,41.2607421875,Touch,n,1326.52,589000,298.0769230769231,164.72727272727272
1659,770,0.2,196,603,1483,3473,7,3,4,Yes,2,quad,medium,Dual,6.0,9.0,60.3095703125,LCD,b,774.61,894249,1235.8333333333333,192.5
1660,1559,0.3,114,117,681,2203,7,5,15,Yes,4,octa,medium,Dual,10.0,17.0,10.484375,Touch,n,896.13,79677,340.5,103.93333333333334
1661,1902,0.2,155,766,877,940,14,10,15,No,3,quad,low,Single,10.0,11.0,13.345703125,Touch,none,852.07,671782,219.25,126.8
1662,1751,0.6,146,1499,1952,1155,19,14,12,No,2,octa,high,Single,1.0,9.0,4.57421875,Touch,g,938.3,2926048,348.57142857142856,145.91666666666666
1663,1416,0.1,93,1175,1578,3872,10,2,7,Yes,2,quad,medium,Dual,,,19.712890625,LCD,b,660.46,1854150,1972.5,202.28571428571428
1664,1288,0.2,115,988,1503,1882,16,6,10,No,4,hexa,low,Dual,3.0,6.0,59.7578125,LCD,b,876.42,1484964,626.25,128.8
1665,1003,0.6,119,190,1905,1798,16,7,10,Yes,4,octa,high,Single,16.0,19.0,15.533203125,LCD,none,749.96,361950,680.3571428571429,100.3
1666,1715,0.1,96,674,1375,2598,17,2,3,Yes,4,hexa,low,Dual,1.0,3.0,18.03515625,LCD,none,1227.35,926750,1718.75,571.6666666666666
1667,1967,0.6,199,518,1374,1567,15,2,7,No,4,single,low,Single,,7.0,45.48046875,Touch,none,706.81,711732,1717.5,281.0
1668,962,0.9,125,1618,1916,1491,16,2,14,No,3,single,medium,Dual,14.0,20.0,2.26953125,LCD,none,877.96,3100088,2395.0,68.71428571428571
1669,1487,0.8,120,857,989,2003,12,4,3,No,4,dual,medium,Single,5.0,7.0,40.9873046875,LCD,none,832.0,847573,618.125,495.6666666666667
