id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_W,call_ratio
1595,1206,0.6,127,1581,1713,1825,7,1,4,No,4,triple,high,Dual,10.0,13.0,30.1669921875,LCD,g,944,2708253,674.4094488188977,301.5
1596,832,0.1,165,9,1944,3946,12,5,14,Yes,4,penta,low,Dual,1.0,2.0,5.021484375,Touch,n,902,17496,153.0708661417323,59.42857142857143
1597,848,0.1,103,7,1294,436,10,6,15,Yes,3,hepta,high,Single,1.0,3.0,8.6728515625,Touch,b,543,9058,84.90813648293963,56.53333333333333
1598,1851,0.7,112,174,1175,2678,6,0,8,No,3,hexa,high,Single,0.0,2.0,51.91796875,LCD,none,589,204450,inf,231.375
1599,1166,0.5,80,437,638,3887,8,6,7,Yes,3,single,low,Single,7.0,11.0,57.591796875,LCD,n,1085,278806,41.86351706036745,166.57142857142858
1600,1776,0.1,172,278,623,1813,16,13,20,Yes,3,quad,medium,Dual,10.0,16.0,34.361328125,Touch,b,646,173194,18.86735311932162,88.8
1601,1254,0.2,134,1288,1372,817,14,1,16,Yes,4,dual,medium,Single,2.0,10.0,27.1123046875,Touch,n,905,1767136,540.1574803149606,78.375
1602,1494,0.2,101,979,1190,3614,15,12,9,No,4,single,medium,Dual,4.0,17.0,23.8505859375,LCD,none,1382,1165010,39.04199475065617,166.0
1603,984,0.5,119,56,1931,2013,11,7,16,Yes,4,octa,medium,Dual,0.0,18.0,38.640625,Touch,none,765,108136,108.60517435320584,61.5
1604,1179,0.9,154,913,1429,543,8,7,18,Yes,2,penta,low,Single,1.0,17.0,5.4716796875,LCD,b,490,1304677,80.37120359955006,65.5
1605,513,0.4,174,282,710,3400,16,6,13,No,2,octa,medium,Single,8.0,13.0,27.205078125,Touch,n,999,200220,46.587926509186346,39.46153846153846
1606,557,0.2,89,322,710,2623,17,16,16,No,2,hexa,low,Dual,3.0,4.0,16.8974609375,LCD,none,634,228620,17.47047244094488,34.8125
1607,744,0.5,105,1252,1963,2700,9,3,19,No,4,quad,medium,Dual,0.0,2.0,32.6845703125,LCD,none,831,2457676,257.6115485564305,39.1578947368421
1608,1129,0.6,116,1128,1702,1400,11,0,13,Yes,4,dual,low,Dual,9.0,10.0,20.9541015625,Touch,none,975,1919856,inf,86.84615384615384
1609,1148,0.3,170,606,688,3127,10,7,11,No,4,penta,high,Dual,0.0,20.0,57.205078125,LCD,none,915,416928,38.69516310461193,104.36363636363636
1610,1793,0.7,175,655,1459,2803,19,9,6,No,4,penta,high,Single,12.0,17.0,43.19921875,Touch,g,931,955645,63.823272090988624,298.8333333333333
1611,1310,0.2,150,954,970,2518,18,17,5,No,2,penta,high,Dual,3.0,11.0,15.3046875,Touch,n,939,925380,22.464103751736918,262.0
1612,1604,0.5,191,68,1042,3564,7,2,2,No,3,hexa,medium,Single,1.0,15.0,6.5068359375,Touch,none,1032,70856,205.11811023622047,802.0
1613,1676,0.2,145,134,1197,2515,14,8,4,No,3,single,medium,Single,2.0,3.0,36.306640625,LCD,a,697,160398,58.90748031496063,419.0
1614,1001,0.2,117,922,1836,3654,13,9,10,No,3,triple,high,Dual,1.0,7.0,39.21484375,Touch,a,1273,1692792,80.31496062992126,100.1
1615,1086,0.1,135,1874,1976,3930,17,1,18,No,4,octa,high,Single,0.0,19.0,24.2353515625,Touch,a,1492,3703024,777.9527559055118,60.333333333333336
1616,1986,0.1,89,251,599,3476,11,8,17,Yes,4,hepta,low,Dual,7.0,19.0,38.4697265625,Touch,none,1165,150349,29.47834645669291,116.82352941176471
1617,634,0.2,192,1362,1853,3242,18,11,4,Yes,3,single,low,Single,5.0,12.0,40.4619140625,LCD,b,1109,2523786,66.32068718682892,158.5
1618,502,1.0,82,281,1159,2666,5,4,20,No,3,hexa,low,Single,7.0,8.0,51.25390625,Touch,none,730,325679,114.0748031496063,25.1
1619,1641,0.7,97,224,1994,1695,13,6,17,No,3,octa,medium,Single,6.0,7.0,47.6943359375,LCD,g,912,446656,130.83989501312334,96.52941176470588
1620,623,0.2,189,778,844,3510,14,4,18,No,4,triple,medium,Dual,0.0,1.0,14.7373046875,LCD,n,1241,656632,83.07086614173228,34.611111111111114
1621,962,0.1,161,546,1424,3438,14,3,20,Yes,2,octa,medium,Dual,3.0,20.0,17.1904296875,LCD,none,506,777504,186.8766404199475,48.1
1622,1057,0.1,97,397,891,2033,16,9,2,Yes,4,quad,high,Single,3.0,10.0,40.82421875,Touch,none,971,353727,38.976377952755904,528.5
1623,1862,1.0,182,386,1046,1017,11,3,9,No,3,single,medium,Single,1.0,2.0,61.3974609375,LCD,none,810,403756,137.27034120734908,206.88888888888889
1624,555,0.8,193,214,1970,1686,8,1,8,Yes,4,dual,high,Dual,5.0,10.0,37.373046875,LCD,b,581,421580,775.5905511811023,69.375
1625,1000,1.0,135,461,833,862,7,0,20,No,4,penta,high,Single,1.0,12.0,57.3291015625,LCD,none,744,384013,inf,50.0
1626,841,0.3,81,125,675,957,6,5,11,No,4,penta,low,Single,6.0,14.0,11.13671875,Touch,none,873,84375,53.1496062992126,76.45454545454545
1627,865,0.1,89,335,1009,3494,13,3,14,No,2,quad,high,Single,5.0,12.0,16.1025390625,LCD,n,800,338015,132.41469816272965,61.785714285714285
1628,999,1.0,165,342,1641,3083,8,4,11,No,4,quad,high,Dual,11.0,13.0,55.1728515625,Touch,a,912,561222,161.51574803149606,90.81818181818181
1629,1232,0.9,131,625,761,1656,8,4,15,No,3,hexa,medium,Single,12.0,14.0,30.23828125,Touch,a,731,475625,74.9015748031496,82.13333333333334
1630,1194,0.2,165,494,509,313,15,1,19,No,4,dual,high,Single,6.0,12.0,33.4931640625,Touch,none,629,251446,200.39370078740157,62.8421052631579
1631,612,0.8,179,1145,1487,3282,16,2,18,Yes,4,octa,low,Dual,1.0,6.0,20.24609375,Touch,b,1114,1702615,292.7165354330709,34.0
1632,1362,0.5,186,600,1042,3629,19,17,5,Yes,2,hexa,high,Single,0.0,4.0,46.326171875,Touch,a,829,625200,24.131542380731823,272.4
1633,1469,0.5,169,484,711,1687,15,5,5,No,4,dual,medium,Dual,11.0,14.0,43.2685546875,Touch,b,1042,344124,55.98425196850393,293.8
1634,986,0.8,182,199,679,1149,8,7,18,Yes,4,quad,low,Single,13.0,20.0,27.6923828125,Touch,none,780,135121,38.188976377952756,54.77777777777778
1635,1843,0.8,104,21,832,3899,5,4,6,No,4,triple,high,Single,1.0,7.0,61.15625,LCD,n,1173,17472,81.88976377952756,307.1666666666667
1636,1561,0.5,134,885,1811,1783,13,12,10,No,4,dual,low,Dual,10.0,13.0,4.1767578125,Touch,none,1211,1602735,59.41601049868766,156.1
1637,1695,0.5,189,308,1208,1629,8,6,11,Yes,4,penta,low,Dual,2.0,13.0,46.216796875,Touch,none,989,372064,79.26509186351706,154.0909090909091
1638,667,0.8,185,1015,1947,2528,11,8,8,No,2,single,high,Dual,3.0,7.0,8.1123046875,Touch,none,639,1976205,95.81692913385827,83.375
1639,1768,0.8,88,1303,1814,3256,9,6,5,Yes,4,hepta,medium,Single,0.0,2.0,2.826171875,Touch,none,1261,2363642,119.02887139107611,353.6
1640,1269,1.0,180,406,1036,2341,10,9,16,Yes,2,octa,high,Dual,16.0,17.0,40.4609375,LCD,b,688,420616,45.31933508311461,79.3125
1641,1109,0.9,151,124,833,2785,15,10,16,Yes,3,single,high,Dual,6.0,12.0,56.173828125,LCD,none,603,103292,32.79527559055118,69.3125
1642,936,0.1,164,150,1677,3761,13,1,12,No,4,triple,low,Dual,14.0,17.0,14.0966796875,LCD,none,953,251550,660.2362204724409,78.0
1643,1713,0.7,199,108,1963,1513,15,6,2,Yes,4,hexa,medium,Single,9.0,16.0,5.521484375,LCD,n,897,212004,128.80577427821524,856.5
1644,1175,0.6,167,90,557,2240,10,6,5,Yes,4,dual,medium,Dual,1.0,7.0,44.587890625,Touch,none,1102,50130,36.54855643044619,235.0
1645,1940,0.2,194,588,1809,820,19,18,3,Yes,4,quad,medium,Dual,0.0,1.0,4.9580078125,Touch,a,750,1063692,39.56692913385827,646.6666666666666
1646,855,0.5,159,1028,1196,1875,16,8,8,Yes,4,dual,low,Single,2.0,3.0,58.30859375,Touch,a,831,1229488,58.85826771653543,106.875
1647,771,0.1,157,776,1247,920,16,2,10,Yes,4,triple,low,Dual,0.0,17.0,32.5634765625,Touch,a,686,967672,245.4724409448819,77.1
1648,645,1.0,174,278,584,3615,18,8,13,No,4,quad,high,Single,10.0,14.0,62.060546875,LCD,a,1133,162352,28.74015748031496,49.61538461538461
1649,1307,0.6,88,897,1103,1412,16,9,5,No,2,hepta,medium,Single,2.0,3.0,7.22265625,LCD,a,685,989391,48.25021872265967,261.4
1650,1948,0.2,136,651,700,361,6,1,10,No,2,single,high,Dual,4.0,13.0,5.302734375,Touch,none,779,455700,275.59055118110234,194.8
1651,1509,0.3,81,1010,1684,1540,12,8,3,No,3,quad,low,Dual,5.0,8.0,49.2802734375,Touch,none,1061,1700840,82.8740157480315,503.0
1652,626,0.8,109,737,1759,1077,6,1,4,Yes,4,dual,high,Dual,3.0,9.0,11.1640625,LCD,b,794,1296383,692.5196850393701,156.5
1653,1190,0.2,93,1399,1646,3610,13,7,9,No,2,penta,medium,Dual,0.0,1.0,39.7216796875,LCD,a,1052,2302754,92.57592800899887,132.22222222222223
1654,1727,0.3,158,376,1288,512,5,2,6,Yes,2,hexa,medium,Dual,10.0,18.0,56.009765625,LCD,none,600,484288,253.54330708661416,287.8333333333333
1655,1670,0.5,114,1117,1330,3024,6,0,20,Yes,2,octa,high,Single,14.0,20.0,60.9140625,LCD,g,1144,1485610,inf,83.5
1656,1150,1.0,134,234,1947,1610,11,0,16,Yes,4,single,low,Dual,4.0,17.0,26.9443359375,LCD,none,808,455598,inf,71.875
1657,1208,1.0,175,691,1028,2201,17,16,12,No,4,single,high,Single,5.0,19.0,15.8896484375,LCD,none,1040,710348,25.29527559055118,100.66666666666667
1658,1812,1.0,162,380,1550,3338,18,13,11,Yes,4,hepta,medium,Dual,4.0,15.0,41.2607421875,Touch,n,1326,589000,46.9412477286493,164.72727272727272
1659,770,0.2,196,603,1483,3473,7,3,4,Yes,2,quad,medium,Dual,6.0,9.0,60.3095703125,LCD,b,774,894249,194.61942257217848,192.5
1660,1559,0.3,114,117,681,2203,7,5,15,Yes,4,octa,medium,Dual,10.0,17.0,10.484375,Touch,n,896,79677,53.62204724409448,103.93333333333334
1661,1902,0.2,155,766,877,940,14,10,15,No,3,quad,low,Single,10.0,11.0,13.345703125,Touch,none,852,671782,34.52755905511811,126.8
1662,1751,0.6,146,1499,1952,1155,19,14,12,No,2,octa,high,Single,1.0,9.0,4.57421875,Touch,g,938,2926048,54.89313835770528,145.91666666666666
1663,1416,0.1,93,1175,1578,3872,10,2,7,Yes,2,quad,medium,Dual,0.0,0.0,19.712890625,LCD,b,660,1854150,310.6299212598425,202.28571428571428
1664,1288,0.2,115,988,1503,1882,16,6,10,No,4,hexa,low,Dual,3.0,6.0,59.7578125,LCD,b,876,1484964,98.62204724409449,128.8
1665,1003,0.6,119,190,1905,1798,16,7,10,Yes,4,octa,high,Single,16.0,19.0,15.533203125,LCD,none,749,361950,107.14285714285715,100.3
1666,1715,0.1,96,674,1375,2598,17,2,3,Yes,4,hexa,low,Dual,1.0,3.0,18.03515625,LCD,none,1227,926750,270.6692913385827,571.6666666666666
1667,1967,0.6,199,518,1374,1567,15,2,7,No,4,single,low,Single,0.0,7.0,45.48046875,Touch,none,706,711732,270.4724409448819,281.0
1668,962,0.9,125,1618,1916,1491,16,2,14,No,3,single,medium,Dual,14.0,20.0,2.26953125,LCD,none,877,3100088,377.1653543307087,68.71428571428571
1669,1487,0.8,120,857,989,2003,12,4,3,No,4,dual,medium,Single,5.0,7.0,40.9873046875,LCD,none,832,847573,97.34251968503936,495.6666666666667
1670,1569,0.9,190,371,665,3905,6,2,4,Yes,4,quad,medium,Dual,4.0,6.0,53.5146484375,LCD,none,1363,246715,130.90551181102362,392.25
1671,1146,0.4,111,73,583,291,19,9,11,No,4,penta,high,Single,5.0,10.0,56.2314453125,Touch,b,639,42559,25.50306211723534,104.18181818181819
1672,1379,0.8,118,98,755,1693,11,4,18,Yes,4,octa,medium,Single,6.0,13.0,9.12890625,LCD,b,828,73990,74.31102362204724,76.61111111111111
1673,1504,0.3,152,395,1853,1788,13,11,13,No,4,quad,medium,Dual,7.0,9.0,25.3330078125,LCD,b,893,731935,66.32068718682892,115.6923076923077
1674,1945,0.7,112,1064,1540,3322,18,7,20,No,2,hexa,medium,Single,3.0,5.0,25.8525390625,LCD,a,1138,1638560,86.61417322834646,97.25
1675,1630,0.9,80,712,1726,1751,12,10,20,Yes,4,hexa,high,Dual,0.0,1.0,32.1416015625,LCD,b,1082,1228912,67.95275590551181,81.5
1676,1125,0.4,117,774,939,1641,14,8,12,Yes,3,single,high,Single,10.0,14.0,22.892578125,Touch,none,772,726786,46.210629921259844,93.75
1677,614,0.1,178,1012,1040,2854,10,7,12,Yes,4,hepta,low,Single,4.0,7.0,49.669921875,LCD,g,943,1052480,58.49268841394826,51.166666666666664
1678,854,0.9,101,730,1148,3115,7,0,2,No,4,quad,medium,Single,5.0,9.0,17.021484375,LCD,none,900,838040,inf,427.0
1679,1470,0.1,121,777,1090,3259,10,1,14,Yes,3,single,medium,Dual,6.0,9.0,44.5146484375,LCD,g,928,846930,429.1338582677165,105.0
1680,1826,0.6,172,973,1633,1612,17,9,17,Yes,4,octa,low,Dual,5.0,6.0,48.59765625,Touch,none,987,1588909,71.43482064741907,107.41176470588235
1681,807,0.2,127,245,829,2319,5,4,4,Yes,2,quad,low,Dual,0.0,0.0,36.974609375,LCD,none,665,203105,81.59448818897637,201.75
1682,1996,0.1,138,937,1083,1258,17,14,16,Yes,4,penta,high,Dual,0.0,4.0,7.3662109375,LCD,none,939,1014771,30.45556805399325,124.75
1683,1083,0.7,158,937,1164,1543,18,3,10,Yes,2,penta,medium,Single,3.0,5.0,40.5712890625,LCD,b,593,1090668,152.75590551181102,108.3
1684,1035,0.3,178,574,1171,3991,12,4,19,No,4,dual,low,Dual,14.0,15.0,48.5078125,LCD,none,1145,672154,115.25590551181102,54.473684210526315
1685,1521,0.3,143,678,1630,3555,5,2,19,Yes,4,single,medium,Single,5.0,9.0,61.5048828125,LCD,none,1245,1105140,320.86614173228344,80.05263157894737
1686,1314,1.0,87,82,512,3411,17,16,18,Yes,4,quad,high,Dual,13.0,18.0,5.2626953125,LCD,none,1076,41984,12.598425196850393,73.0
1687,535,0.2,190,398,1775,524,9,3,4,No,2,octa,medium,Single,5.0,19.0,23.5380859375,LCD,none,551,706450,232.93963254593174,133.75
1688,673,0.4,142,1096,1570,3541,18,17,4,Yes,4,hexa,medium,Single,13.0,14.0,35.138671875,LCD,a,1006,1720720,36.359425660027796,168.25
1689,1219,0.3,169,1419,1698,1998,9,2,4,No,2,hexa,medium,Dual,5.0,7.0,4.7724609375,LCD,none,877,2409462,334.251968503937,304.75
1690,1606,0.9,200,157,770,3437,11,1,2,Yes,4,penta,low,Dual,0.0,0.0,32.5673828125,LCD,none,1152,120890,303.1496062992126,803.0
1691,1603,0.5,114,430,1207,1637,17,3,11,Yes,4,dual,low,Dual,1.0,8.0,17.2421875,LCD,g,727,519010,158.3989501312336,145.72727272727272
1692,1958,0.4,153,1524,1848,3064,7,6,3,No,4,single,low,Single,6.0,14.0,51.21484375,LCD,none,1237,2816352,121.25984251968504,652.6666666666666
1693,695,0.6,196,1649,1829,2855,16,13,7,No,4,dual,low,Single,18.0,19.0,12.703125,Touch,b,1222,3016021,55.39067231980617,99.28571428571429
1694,1441,0.5,106,254,954,1393,9,4,4,No,4,single,low,Dual,0.0,12.0,51.8564453125,Touch,g,869,242316,93.89763779527559,360.25
1695,1470,0.4,138,1790,1988,1633,18,4,4,No,4,hepta,medium,Dual,4.0,10.0,33.181640625,LCD,none,1011,3558520,195.66929133858267,367.5
1696,1890,0.5,127,1438,1832,2392,10,4,15,No,4,quad,medium,Single,4.0,5.0,47.4775390625,LCD,g,1137,2634416,180.31496062992125,126.0
1697,1152,0.3,82,1304,1673,3284,15,2,8,Yes,4,dual,medium,Dual,0.0,0.0,25.482421875,LCD,n,1392,2181592,329.3307086614173,144.0
1698,1619,0.9,117,813,1180,464,7,5,16,Yes,3,hexa,low,Single,3.0,9.0,20.310546875,LCD,b,801,959340,92.91338582677166,101.1875
1699,1002,0.7,180,948,1007,1234,19,13,18,Yes,3,hepta,medium,Single,1.0,7.0,44.5595703125,Touch,none,752,954636,30.496668685645066,55.666666666666664
1700,742,0.7,139,1161,1288,292,8,0,6,Yes,4,triple,low,Single,0.0,1.0,35.8388671875,Touch,b,648,1495368,inf,123.66666666666667
1701,1306,0.4,174,867,1258,2521,6,5,16,Yes,4,triple,medium,Dual,2.0,9.0,32.7724609375,LCD,none,1103,1090686,99.05511811023622,81.625
1702,1424,0.6,180,181,1199,2658,15,0,19,Yes,3,penta,high,Dual,0.0,0.0,19.80078125,LCD,none,1035,217019,inf,74.94736842105263
1703,942,0.5,91,754,1532,587,6,3,13,No,2,quad,medium,Dual,8.0,9.0,27.1376953125,Touch,b,457,1155128,201.04986876640422,72.46153846153847
1704,1934,0.1,118,242,1127,2190,18,1,9,Yes,4,quad,high,Single,8.0,16.0,2.0732421875,LCD,g,972,272734,443.7007874015748,214.88888888888889
1705,1290,0.3,110,405,742,879,16,2,8,Yes,4,quad,medium,Dual,19.0,20.0,35.2421875,LCD,none,728,300510,146.06299212598424,161.25
1706,930,0.9,80,1569,1763,1743,7,1,9,No,2,single,medium,Dual,0.0,13.0,53.240234375,Touch,none,800,2766147,694.0944881889764,103.33333333333333
1707,1699,0.1,156,105,1099,1181,16,0,18,Yes,3,quad,low,Single,16.0,20.0,21.1669921875,Touch,none,650,115395,inf,94.38888888888889
1708,1849,0.5,181,978,1986,3330,14,4,15,Yes,3,hepta,low,Single,1.0,12.0,28.853515625,LCD,b,1238,1942308,195.4724409448819,123.26666666666667
1709,1922,0.6,153,725,1882,3564,12,1,17,No,4,octa,low,Single,15.0,16.0,41.5556640625,LCD,none,1076,1364450,740.9448818897638,113.05882352941177
1710,548,0.4,146,657,1657,562,17,14,8,No,4,quad,medium,Dual,0.0,14.0,55.4775390625,Touch,a,685,1088649,46.59730033745782,68.5
1711,916,0.2,82,1147,1393,1659,11,10,11,Yes,4,quad,low,Single,0.0,1.0,45.7099609375,Touch,none,785,1597771,54.84251968503937,83.27272727272727
1712,1783,0.6,183,910,1566,1816,12,7,7,Yes,2,octa,low,Single,8.0,11.0,14.1474609375,LCD,a,932,1425060,88.07649043869516,254.71428571428572
1713,1083,0.8,156,295,503,1338,16,8,5,Yes,4,penta,medium,Dual,2.0,9.0,48.3115234375,Touch,n,794,148385,24.753937007874015,216.6
1714,1698,0.8,131,26,508,2992,15,3,17,No,4,octa,high,Single,10.0,12.0,7.6220703125,Touch,none,1242,13208,66.66666666666667,99.88235294117646
1715,1969,0.2,85,332,764,315,16,7,7,No,4,octa,low,Dual,5.0,20.0,7.6474609375,Touch,none,652,253648,42.96962879640045,281.2857142857143
1716,869,0.6,197,519,533,3249,19,0,12,No,2,hepta,medium,Single,0.0,3.0,2.74609375,LCD,a,1065,276627,inf,72.41666666666667
1717,1337,0.7,200,161,1029,3242,10,1,20,Yes,2,quad,high,Dual,0.0,1.0,5.484375,Touch,none,783,165669,405.11811023622045,66.85
1718,637,0.6,194,1080,1289,2725,15,10,7,Yes,2,quad,low,Dual,2.0,6.0,27.6484375,LCD,none,721,1392120,50.74803149606299,91.0
1719,833,0.3,145,649,1290,586,19,8,19,Yes,4,quad,low,Dual,0.0,2.0,27.2080078125,LCD,g,755,837210,63.48425196850393,43.8421052631579
1720,1248,0.4,89,71,1686,2454,9,8,13,No,4,triple,high,Single,6.0,8.0,9.171875,Touch,none,1107,119706,82.97244094488188,96.0
1721,1174,1.0,147,744,1244,804,17,14,16,Yes,2,quad,low,Single,7.0,20.0,29.5546875,Touch,b,523,925536,34.983127109111365,73.375
1722,1831,0.2,148,437,1113,2460,10,5,18,Yes,4,hepta,high,Single,3.0,14.0,43.2490234375,LCD,none,992,486381,87.63779527559055,101.72222222222223
1723,1002,0.1,146,115,1111,1295,18,15,17,No,3,single,high,Dual,7.0,10.0,26.7412109375,LCD,b,591,127765,29.16010498687664,58.94117647058823
1724,1010,0.9,139,547,957,2625,15,11,12,Yes,4,penta,medium,Dual,2.0,3.0,8.3359375,Touch,none,755,523479,34.25196850393701,84.16666666666667
1725,1117,0.1,177,495,1035,1999,15,9,2,Yes,3,dual,low,Dual,2.0,19.0,21.30078125,LCD,b,573,512325,45.275590551181104,558.5
1726,990,0.9,153,1466,1717,2698,11,8,6,Yes,3,dual,high,Dual,3.0,7.0,15.0537109375,LCD,none,937,2517122,84.49803149606299,165.0
1727,1564,0.1,129,117,1115,3742,13,3,13,No,4,hexa,medium,Single,5.0,16.0,25.677734375,Touch,none,1204,130455,146.3254593175853,120.3076923076923
1728,1065,0.1,158,760,1722,1193,16,13,20,No,4,penta,high,Dual,0.0,3.0,20.7626953125,LCD,a,770,1308720,52.15021199273168,53.25
1729,1982,0.1,129,764,1873,3511,16,14,15,No,3,hepta,medium,Single,12.0,16.0,23.3671875,Touch,a,1159,1430972,52.671541057367826,132.13333333333333
1730,1607,1.0,192,776,1005,885,11,1,14,No,4,dual,medium,Dual,6.0,8.0,19.7099609375,Touch,none,885,779880,395.6692913385827,114.78571428571429
1731,1066,0.5,167,53,1504,1044,8,7,11,No,4,penta,high,Dual,6.0,7.0,5.5986328125,LCD,none,807,79712,84.58942632170978,96.9090909090909
1732,681,0.9,194,371,1702,2548,6,1,5,No,4,penta,low,Dual,12.0,19.0,17.314453125,LCD,a,1035,631442,670.0787401574803,136.2
1733,1163,0.9,132,728,818,2940,13,0,15,Yes,4,dual,medium,Dual,0.0,1.0,19.3564453125,LCD,n,742,595504,inf,77.53333333333333
1734,1285,0.8,199,1791,1896,3966,17,15,2,No,4,penta,low,Dual,4.0,7.0,11.2158203125,Touch,b,1379,3395736,49.76377952755906,642.5
1735,753,0.1,121,606,1316,3484,11,10,16,Yes,4,octa,low,Single,11.0,20.0,47.4814453125,LCD,none,1125,797496,51.811023622047244,47.0625
1736,1779,0.8,90,1225,1717,1246,12,2,20,Yes,2,single,high,Dual,2.0,3.0,5.439453125,Touch,none,876,2103325,337.99212598425197,88.95
1737,987,0.5,83,419,736,2757,17,12,15,Yes,4,triple,medium,Single,4.0,8.0,51.3818359375,Touch,none,1129,308384,24.14698162729659,65.8
1738,511,0.6,136,367,1264,2378,18,3,4,No,4,triple,low,Dual,15.0,18.0,23.7890625,LCD,none,1014,463888,165.87926509186352,127.75
1739,1044,0.7,104,1230,1263,1794,18,7,19,No,4,hexa,medium,Single,4.0,5.0,11.9267578125,Touch,g,903,1553490,71.03487064116985,54.94736842105263
1740,1855,0.6,187,267,1161,3933,7,0,7,No,3,octa,low,Single,5.0,18.0,31.7080078125,LCD,g,1342,309987,inf,265.0
1741,946,0.1,186,273,891,1637,7,3,6,Yes,3,hexa,medium,Single,9.0,10.0,25.89453125,LCD,b,636,243243,116.92913385826772,157.66666666666666
1742,657,0.1,110,705,1905,783,6,1,11,Yes,3,octa,medium,Dual,2.0,8.0,20.9150390625,Touch,none,657,1343025,750.0,59.72727272727273
1743,1673,0.5,182,214,679,3094,12,4,20,Yes,2,penta,medium,Single,2.0,6.0,41.8193359375,LCD,none,805,145306,66.83070866141732,83.65
1744,731,0.5,130,424,1032,1774,12,8,10,Yes,4,octa,low,Dual,0.0,0.0,27.9921875,LCD,none,843,437568,50.78740157480315,73.1
1745,926,0.8,161,84,793,256,18,7,2,Yes,4,hepta,low,Single,6.0,14.0,58.1806640625,LCD,b,514,66612,44.600674915635544,463.0
1746,1261,0.3,86,605,1429,1365,9,3,16,No,4,dual,low,Single,3.0,9.0,51.087890625,LCD,a,750,864545,187.53280839895012,78.8125
1747,618,0.2,188,1175,1586,2339,19,2,10,No,4,triple,medium,Single,11.0,20.0,44.564453125,Touch,none,705,1863550,312.20472440944883,61.8
1748,936,0.2,129,657,938,2049,12,8,5,Yes,4,dual,high,Single,5.0,6.0,56.22265625,Touch,none,768,616266,46.161417322834644,187.2
1749,1485,0.8,158,371,1023,3241,14,11,11,Yes,4,penta,low,Dual,0.0,1.0,27.5537109375,Touch,none,1017,379533,36.61417322834646,135.0
1750,1339,0.5,80,833,1441,867,8,3,3,Yes,4,quad,low,Dual,10.0,11.0,21.0400390625,Touch,none,900,1200353,189.10761154855643,446.3333333333333
1751,508,0.7,82,102,1195,2175,14,4,14,Yes,2,penta,medium,Single,1.0,9.0,49.515625,LCD,b,645,121890,117.61811023622047,36.285714285714285
1752,1938,0.5,121,1299,1935,3497,18,10,18,Yes,2,dual,low,Dual,5.0,9.0,43.5859375,Touch,none,1141,2513565,76.18110236220473,107.66666666666667
1753,995,0.1,104,258,1889,609,11,3,5,No,3,quad,medium,Dual,1.0,3.0,10.4892578125,LCD,a,545,487362,247.9002624671916,199.0
1754,1086,0.2,111,56,1150,3285,11,5,17,Yes,4,hexa,medium,Dual,0.0,1.0,42.2373046875,Touch,none,1502,64400,90.55118110236221,63.88235294117647
1755,1322,0.1,157,443,708,3684,15,8,6,No,4,single,high,Dual,1.0,3.0,34.755859375,LCD,none,1314,313644,34.84251968503937,220.33333333333334
1756,1864,0.1,181,1279,1793,3586,19,9,8,No,2,hexa,medium,Dual,2.0,6.0,55.7939453125,LCD,n,1342,2293247,78.4339457567804,233.0
1757,1944,0.5,92,313,712,2322,19,8,7,Yes,4,quad,low,Single,1.0,9.0,26.0458984375,LCD,g,1275,222856,35.039370078740156,277.7142857142857
1758,581,0.2,180,523,565,354,10,4,13,No,4,dual,low,Single,5.0,10.0,55.431640625,Touch,a,591,295495,55.61023622047244,44.69230769230769
1759,1020,0.7,128,919,1482,3204,18,1,9,Yes,4,quad,low,Dual,3.0,4.0,27.4072265625,LCD,g,1179,1361958,583.4645669291339,113.33333333333333
1760,1936,0.1,139,570,1021,1400,17,7,3,No,2,triple,medium,Single,2.0,3.0,43.3974609375,LCD,b,674,581970,57.42407199100113,645.3333333333334
1761,1329,0.6,198,380,682,2308,11,10,9,Yes,4,octa,medium,Single,5.0,6.0,23.0302734375,Touch,none,949,259160,26.850393700787404,147.66666666666666
1762,808,0.5,105,119,529,1082,15,5,10,Yes,3,octa,low,Dual,3.0,15.0,45.2900390625,LCD,b,447,62951,41.653543307086615,80.8
1763,994,0.9,164,296,839,3104,17,7,11,No,2,dual,medium,Dual,4.0,17.0,39.8505859375,LCD,none,926,248344,47.18785151856018,90.36363636363636
1764,1811,0.2,82,358,614,2847,9,2,4,Yes,4,dual,medium,Single,3.0,8.0,21.978515625,LCD,n,935,219812,120.86614173228347,452.75
1765,765,0.3,88,1364,1851,2256,6,1,19,Yes,2,octa,high,Single,3.0,11.0,43.6982421875,Touch,g,756,2524764,728.7401574803149,40.26315789473684
1766,993,0.4,106,424,1639,1113,14,1,6,Yes,2,hepta,high,Dual,0.0,13.0,16.162109375,LCD,a,641,694936,645.275590551181,165.5
1767,1136,0.5,150,961,1030,3210,10,3,8,Yes,3,hexa,medium,Single,15.0,19.0,31.962890625,Touch,b,1092,989830,135.17060367454067,142.0
1768,719,0.4,113,431,1727,3990,14,9,12,Yes,4,hexa,low,Dual,0.0,9.0,22.9189453125,Touch,g,917,744337,75.54680664916886,59.916666666666664
1769,733,0.3,105,950,1739,984,17,4,9,Yes,3,hepta,low,Dual,0.0,10.0,62.56640625,LCD,a,522,1652050,171.16141732283464,81.44444444444444
